Id,UPC/SKU,Name,Description,Type,Price,Cost,MSRP,OnHand,Location,MinQty,Taxable1,Taxable2,GroupAtSale,Active,Categories,Favorites,Notes,NotesType
"86","","Mcv cookies white 12X150g £1pm","","S",8,5.6,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"87","","Mcv milk chocolate 12X300g £1.75pm","","S",12,8.75,1.75,0,"",0,N,N,N,Y,"Biscuits",,"",S
"88","","Mcv dark chocolate 12X300g £1.75pm","","S",12,9.05,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"89","","Mcv double chocolate 12X300g £1.75pm","","S",12,9.05,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"90","","Mcv Jaffa cake 12X150g £1pm","","S",8,5.6,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"91","","Maryland gooeys chocolate 8X160g £1.39pm","","S",8,6,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"92","","Maryland gooeys peanut 8X160g £1.39pm","","S",8,6,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"95","","Maryland double choc chip  20X145g  89p","","S",10,0,0.89,0,"",0,N,N,N,Y,"Biscuits",,"",S
"93","","Maryland choc chip 20X145g  89p","","S",10,6.49,0.89,0,"",0,N,N,N,Y,"Biscuits",,"",S
"94","","Maryland hazelnut 20X145g  89p","","S",10,0,0.89,0,"",0,N,N,N,Y,"Biscuits",,"",S
"96","","Tuc original 12X150g £1.39pm","","S",10,0,1.39,0,"",0,N,N,N,Y,"Biscuits",,"",S
"97","","Tuc cheese sandwich 12X150g £1.39pm","","S",10,0,1.39,0,"",0,N,N,N,Y,"Biscuits",,"",S
"98","","Jacobs cream crackers 12X200g £1pm","","S",8,5.59,1,0,"",0,N,N,N,Y,"Biscuits",,"",S
"99","","Jacob's Cheddars 12X150g £1.39pm","","S",10,0,1.39,0,"",0,N,N,N,Y,"Biscuits",,"",S
"100","","Fox's milk chocolate 9X180g","","S",10,0,1.49,0,"",0,N,N,N,Y,"Biscuits",,"",S
"101","","Fox's extremely chocolate 9X180g","","S",11,0,1.49,0,"",0,N,N,N,Y,"Biscuits",,"",S
"102","","Fox's fruit&nut 9X180g","","S",10,0,1.49,0,"",0,N,N,N,Y,"Biscuits",,"",S
"103","","Fox's dark chocolate 9X180g","","S",10,0,1.49,0,"",0,N,N,N,Y,"Biscuits",,"",S
"104","","Fox's white chocolate 9X180g","","S",10,0,1.49,0,"",0,N,N,N,Y,"Biscuits",,"",S
"105","","Fox's Melts vıennese chocolate 12X120g","","S",11,0,1.39,0,"",0,N,N,N,Y,"Biscuits",,"",S
"106","","Elkes malted milk 30X150g","","S",14,11.25,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"107","","Elkes milk chocolate 30X250g","","S",25,0,1.19,0,"",0,N,N,N,Y,"Biscuits",,"",S
"108","","Crawford's custard cream 12X150g 69pm","","S",5.5,3.94,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"109","","Crawford's shortcake 12X150g 69pm","","S",5.5,3.94,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"110","","Crawford's bourbon creams 69pm 12X150g","","S",5.5,3.94,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"111","","Crawford's morning coffee 12X150g 69pm","","S",5.5,3.94,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"112","","Crawford's nice 69pm 12X200g","","S",5.5,3.94,0.69,0,"",0,N,N,N,Y,"Biscuits",,"",S
"115","","Bolands fig rolls X24","","S",12,0,0.79,0,"",0,N,N,N,Y,"Biscuits",,"",S
"116","","Cadbury cookies double chocolate £1pm 6X150g","","S",4,0,1,0,"",0,N,N,N,Y,"Biscuits",,"",S
"117","","Cadbury cookies choc chip 1pm 6X150g","","S",4,0,1,0,"",0,N,N,N,Y,"Biscuits",,"",S
"118","","Kp choc dips original  24pcs","","S",9,0,0.59,0,"",0,N,N,N,Y,"Biscuits",,"",S
"119","","Kp choc dips white 12pcs","","S",5,0,0.59,0,"",0,N,N,N,Y,"Biscuits",,"",S
"120","","Ritz cracker £1.39pm 12X200g","","S",12,0,1,0,"",0,N,N,N,Y,"Biscuits",,"",S
"121","","Topic 36X47g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"122","","Maynard wine pastilles 40X52g","","S",14,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"123","","Lockets honey& lemon X20","","S",8,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"124","","Lockets cranberry & blueberry X20","","S",8,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"125","","Lockets extra strong X20","","S",8,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"126","","Mentos strawberry mix 40 rolls","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"127","","Mentos spearmint X40 rolls","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"128","","Mentos mint X40 rolls","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"129","","Mentos rainbow X40","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"130","","Mentos fruit X40","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"131","","Mentos tutti frutti","","S",11,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"132","","Cherry drops X40 rolls","","S",15,10.8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"133","","Cadbury flake X48","","S",21,17.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"134","","Starburst fave reds X24","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"135","","Starburst sours X24","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"136","","Starburst original X24","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"137","","Snickers hazelnut 40X49g","","S",13,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"138","","Cadbury twirl X48","","S",21,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"139","","Turkish delight X33","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"140","","Kinder chocolate X10","","S",8,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"141","","Kinder surprise  48x20g","","S",25,32,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"142","","Aero chocolate £1pm X15","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"143","","Aero mint £1pm X15","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"144","","Aero white £1pm X15","","S",11.5,0,1,0,"",0,N,N,N,Y,"Chocolate",,"",S
"145","","Milk way magic stars 36x33g","","S",14.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"146","","Kitkat dark 24x45g","","S",8.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"147","","Kitkat peanut butter 36x42g","","S",12.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"149","","Cadbury time out X48","","S",22,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"150","","Yorkie milk bars X36","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"151","","Snickers standard 40x50g","","S",12,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"152","","Mars standards 40x47g","","S",12,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"153","","Snickers duo 32x(2x41.7e","","S",17.5,15.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"154","","Mars duo 32x(2x39.4g)78.8ge","","S",17.5,15.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"155","","M&M chocolate 24x45g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"156","","M&M peanut 24x45g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"157","","M&M crispy 24x36g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"158","","Milky Way crispy rolls 25x25g","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"159","","Skittles crazy sours36x55g","","S",12.5,10.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"160","","Skittles wild berry 36x55g","","S",12.5,10.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"161","","Skittles fruits 36x55g","","S",12.5,10.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"162","","Twix xtra 30x75g","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"163","","Twix small 30x(2x25g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"164","","Twix white 32x(2x23g","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"165","","Kitkat white24x45g","","S",8.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"166","","Kitkat chunky white 36x40g","","S",12.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"167","","Milky Way (2) 24x43g","","S",9,7.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"168","","Kitkat extra creamy 36x40g","","S",12.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"169","","Kitkat chunky x48","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"170","","Crunch white bars x36","","S",13,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"171","","Toblerone 24X35g","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"172","","Hershey's chocolate X36","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"173","","Hershey's white X36","","S",17,14.4,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"174","","Milky Way small 30X21.5g","","S",7,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"175","","Daim 36X28g","","S",15,10,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"176","","Smarties X48","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"177","","Smarties X36","","S",12,8.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"178","","Maltesers 25x37g","","S",10,8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"179","","Lion duo (2pack)28x60g","","S",11,7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"180","","Lion white 40x42g","","S",9,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"181","","Lion peanut 40x42g","","S",9,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"182","","Lion chocolate 40x42g","","S",9,6.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"183","","Kitkat 4 finger x48","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"184","","Trebor softmints peppermint x72","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"185","","Trebor spearmint x72","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"186","","Fruit pastilles x48","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"187","","Trebor extra strong (green)x40","","S",14,11.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"188","","Milka bar oreo 36x41g","","S",15,10.25,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"189","","Double decker x32","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"190","","Cadbury picnic x36","","S",17,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"191","","Kinder Bueno chocolate x30","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"192","","Kinder Bueno white x30","","S",13,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"193","","Lindor bar 75pm  24x38g","","S",13,10.8,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"194","","Toffee crisp x60","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"195","","Kitkat chunky hazelnut 24x42g","","S",8.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"196","","Oreo original 55pm x20","","S",7,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"197","","Oreo original 108pm 16x154g","","S",10,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"198","","Delifrance baguettes x2","","S",0.75,0,0.99,0,"",0,N,N,N,Y,"Cake",,"",S
"199","","Jam & coconut slices","","S",1,0,1.39,0,"",0,N,N,N,Y,"Cake",,"",S
"200","","Apple milrayas","","S",0.75,0,0.99,0,"",0,N,N,N,Y,"Cake",,"",S
"201","","Strawberry milrayas","","S",0.75,0,0.99,0,"",0,N,N,N,Y,"Cake",,"",S
"202","","Chocolate milrayas","","S",0.75,0,0.99,0,"",0,N,N,N,Y,"Cake",,"",S
"203","","Rennie spearmint x20","","S",24,21.6,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"204","","Rennie peppermint x20","","S",24,21.6,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"205","","Lemsip cold & flu lemon 5's x12","","S",18,16.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"206","","Lemsip 5's x12","","S",18.5,16.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"207","","Lemsip max lemon 5's x6","","S",14,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"208","","Lemsip max all in one lemon 5's x6","","S",15,13,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"209","","Lemsip max blackurrant 5's x6","","S",14,12,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"210","","Lemsip max capsule & flu16's x6","","S",13,10.75,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"211","","Lemsip max daytime 8's x6","","S",8,6.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"212","","Ibuprofen tablet 200mg 16's x12","","S",5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"214","","Beechams lemon honey 5's x6","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"213","","Beechams hot lemon 5's x6","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"215","","Beechams blackurrant 5's x6","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"216","","Anadin extra x12","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"217","","Nurofen tablet 12's x12","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"218","","Nurofen cablets 12's x12","","S",17,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"219","","Nurofen tablets 8's x24","","S",24,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"220","","Nurofen express liquid capsule 10's x6","","S",13,11.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"221","","Paracetamol tablets 500mg 16's x12","","S",3,1.9,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"222","","Aspar paracetamol box 16's x12","","S",3,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"223","","Bristol paracetamol box 16's x12","","S",3,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"224","","Aspirin tablet 16's x12","","S",4,2.25,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"225","","Calpol 2+months 100ml x6","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"226","","Gaviscon  original aniseed 150ml x6","","S",14,12.25,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"227","","Gaviscon tablet peppermint 8's x12","","S",15,12.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"228","","Calpol 6+years 80ml  x6","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"229","","Nurofen for children 100ml X6","","S",16,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"230","","Veno's chesty coughs 100ml. X6","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"231","","Veno's thickly coughs 100ml. X6","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"232","","Neno's dry coughs","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"233","","Benylin tickliy X6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"234","","Benylin chesty cough. X6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"235","","Vicks vaporub. X6","","S",13,11.25,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"236","","Vicks inhaler   X12","","S",20,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"237","","Lysol multipack. X10","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"238","","Strepsils honey & lemon 16's. X6","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"239","","Strepsils blackurrant 16,s. X6","","S",14,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"240","","Perma gas x12","","S",9,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"241","","Ronson gas 250ml x12","","S",9,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"242","","Clipper gas300ml x12","","S",8,7.2,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"243","","Newport gas x12","","S",12,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"244","","Newport petrol 100ml x12","","S",10,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"245","","Clipper lighters","","S",19,16.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"246","","Disposable lighter (cheap)","","S",4,2.6,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"247","","Matches household 250's. X12","","S",5,3.6,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"248","","Matches extra long 45's. X12","","S",5,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"249","","Matches 100's","","S",4,1.65,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"250","","Rizla blue slim x50","","S",13,10.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"251","","Rizla silver slim x50","","S",14,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"252","","Rizla blue king size x50","","S",13,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"253","","Rizla red king size slim x50","","S",16,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
